h3_polygon,route_id,route_long_name,trip_id,company,transport_mode,stop_sequence,arrival_time,departure_time,stop_name,stop_lon,stop_lat,arrival_date,departure_date,h3_cell
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::62C16406-4390-4C30-B97A-94317527CF00:,Paris - Lemans - Angers - Nantes TGV,OCESN8122F3152503:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,3,17:22:00,17:22:00,Paris Montparnasse Hall 1 - 2,2.320514,48.841172,2024-11-03 17:22:00,2024-11-03 17:22:00,595032912445833215
"POLYGON ((-0.491159 46.345903, -0.793849 46.276183, -0.846685 46.045885, -0.598437 45.886008, -0.297888 45.955847, -0.243456 46.185443, -0.491159 46.345903))",FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A:,Paris - Poitiers - La Rochelle TGV,OCESN8362F3400605:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,1,09:05:00,09:08:00,Surgères,-0.76113,46.113339,2024-11-03 09:05:00,2024-11-03 09:05:00,594904699082113023
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,Paris - Bordeaux - Arcachon TGV,OCESN8455F3300310:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,0,20:35:00,20:35:00,Paris Montparnasse Hall 1 - 2,2.320514,48.841172,2024-11-03 20:35:00,2024-11-03 20:35:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,Paris - Bordeaux - Arcachon TGV,OCESN8483F3155689:2024-10-05T00:32:01Z,sncf_tgv,TRAIN,0,06:45:00,06:45:00,Paris Montparnasse Hall 1 - 2,2.320514,48.841172,2024-11-03 06:45:00,2024-11-03 06:45:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::D6BAEC78-815E-4C9A-BC66-2B9D2C00E41F:,Paris - Brest TGV,OCESN8630F3152724:2024-10-01T00:19:58Z,sncf_tgv,TRAIN,7,18:05:00,18:05:00,Paris Montparnasse Hall 1 - 2,2.320514,48.841172,2024-11-03 18:05:00,2024-11-03 18:05:00,595032912445833215
"POLYGON ((-4.428319 48.707078, -4.748124 48.629673, -4.78997 48.398043, -4.513973 48.244404, -4.196393 48.321781, -4.152595 48.552823, -4.428319 48.707078))",FR:Line::D6BAEC78-815E-4C9A-BC66-2B9D2C00E41F:,Paris - Brest TGV,OCESN8641F3158277:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,8,22:40:00,22:43:00,Landerneau,-4.256528,48.453572,2024-11-03 22:40:00,2024-11-03 22:40:00,594905162938580991
"POLYGON ((-2.226613 47.68955, -2.538479 47.617029, -2.586895 47.386408, -2.325224 47.228956, -2.015563 47.301531, -1.965379 47.531502, -2.226613 47.68955))",FR:Line::1F038E5C-9CF4-4BFC-9D55-33F57B4DB04F:,Paris - Saint-Nazaire - Le Croisic TGV,OCESN8922F3157453:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,2,14:21:00,14:24:00,Saint-Nazaire,-2.211079,47.286489,2024-11-03 14:21:00,2024-11-03 14:21:00,594902165051408383
"POLYGON ((-2.586895 47.386408, -2.897787 47.312264, -2.944818 47.080627, -2.682741 46.923779, -2.374027 46.997966, -2.325224 47.228956, -2.586895 47.386408))",FR:Line::1F038E5C-9CF4-4BFC-9D55-33F57B4DB04F:,Paris - Saint-Nazaire - Le Croisic TGV,OCESN8930F3405568:2024-10-14T00:42:09Z,sncf_tgv,TRAIN,1,18:53:00,18:56:00,Le Pouliguen,-2.433126,47.282504,2024-11-03 18:53:00,2024-11-03 18:53:00,594902130691670015
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::1AF6DA65-F2A9-4241-A625-8B81DC2A8E51:,Paris - Metz TGV,OCESN2214F3012869:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,1,16:31:00,16:31:00,Paris Est,2.358424,48.876742,2024-11-03 16:31:00,2024-11-03 16:31:00,595032912445833215
"POLYGON ((5.743831 48.89487, 5.66738 48.674723, 5.918549 48.538702, 6.24713 48.622527, 6.325574 48.842831, 6.073447 48.979156, 5.743831 48.89487))",FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,Paris - Nancy TGV,OCESN2237F3160703:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,2,10:50:00,10:50:00,Nancy,6.174579,48.689857,2024-11-03 10:50:00,2024-11-03 10:50:00,595029588141146111
"POLYGON ((5.976226 49.552046, 5.898249 49.333537, 6.151662 49.198567, 6.484015 49.281797, 6.56402 49.500447, 6.309647 49.635728, 5.976226 49.552046))",FR:Line::6E3CCD81-9398-44C3-9D79-072A8303E507:,Paris - Thionville - Luxembourg TGV,OCESN2870F3153108:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,1,14:30:00,14:33:00,Thionville,6.168582,49.353965,2024-11-03 14:30:00,2024-11-03 14:30:00,595031735624794111
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::7B49D18D-9775-42E3-9A17-CD0356432A4F:,Paris - Vosges TGV,OCESN2578F3162063:2024-10-07T00:33:12Z,sncf_tgv,TRAIN,4,11:48:00,11:48:00,Paris Est,2.358424,48.876742,2024-11-03 11:48:00,2024-11-03 11:48:00,595032912445833215
"POLYGON ((5.743831 48.89487, 5.66738 48.674723, 5.918549 48.538702, 6.24713 48.622527, 6.325574 48.842831, 6.073447 48.979156, 5.743831 48.89487))",FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,Paris - Nancy TGV,OCESN2247F3339162:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,2,19:44:00,19:44:00,Nancy,6.174579,48.689857,2024-11-03 19:44:00,2024-11-03 19:44:00,595029588141146111
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::6E3CCD81-9398-44C3-9D79-072A8303E507:,Paris - Thionville - Luxembourg TGV,OCESN2815F3316268:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,0,10:40:00,10:40:00,Paris Est,2.358424,48.876742,2024-11-03 10:40:00,2024-11-03 10:40:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,Paris - Bordeaux - Arcachon TGV,OCESN12259F3153584:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,0,12:04:00,12:04:00,Paris Montparnasse Hall 1 - 2,2.320514,48.841172,2024-11-03 12:04:00,2024-11-03 12:04:00,595032912445833215
"POLYGON ((5.743831 48.89487, 5.66738 48.674723, 5.918549 48.538702, 6.24713 48.622527, 6.325574 48.842831, 6.073447 48.979156, 5.743831 48.89487))",FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,Paris - Nancy TGV,OCESN2513F2819074:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,2,17:44:00,17:44:00,Nancy,6.174579,48.689857,2024-11-03 17:44:00,2024-11-03 17:44:00,595029588141146111
"POLYGON ((2.826666 49.967504, 2.512247 49.914386, 2.445805 49.695635, 2.692197 49.530714, 3.004186 49.584047, 3.0722 49.802085, 2.826666 49.967504))",FR:Line::F74CC5B5-2F44-4A9F-8336-69F30A4DEC89:,Nord Aquitaine TGV,OCESN5284F3235603:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,7,17:17:00,17:31:00,TGV Haute Picardie,2.831619,49.859172,2024-11-03 17:17:00,2024-11-03 17:17:00,594919989165686783
"POLYGON ((4.685222 46.583348, 4.614731 46.357998, 4.858384 46.21913, 5.173499 46.305335, 5.245869 46.530902, 5.001248 46.67005, 4.685222 46.583348))",FR:Line::19ea029b-6782-421a-8481-7470f5718e47:,Lux/Alsace/Loraine - Paca,OCESN5516F3465293:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,10,12:13:00,12:16:00,Mâcon,4.824887,46.302572,2024-11-03 12:13:00,2024-11-03 12:13:00,595030782142054399
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::8EDA0FF6-311A-4C83-8C18-63D890856B43:,Paris - Languedoc Roussillon TGV,OCESN6031F3329531:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,0,06:38:00,06:38:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 06:38:00,2024-11-03 06:38:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::8EDA0FF6-311A-4C83-8C18-63D890856B43:,Paris - Languedoc Roussillon TGV,OCESN6038F3152729:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,8,23:18:00,23:18:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 23:18:00,2024-11-03 23:18:00,595032912445833215
"POLYGON ((2.610752 43.261291, 2.550028 43.030267, 2.783479 42.889356, 3.078658 42.979224, 3.141109 43.210561, 2.906656 43.351719, 2.610752 43.261291))",FR:Line::8EDA0FF6-311A-4C83-8C18-63D890856B43:,Paris - Languedoc Roussillon TGV,OCESN6036F3452554:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,1,15:36:00,15:39:00,Narbonne,3.005667,43.190618,2024-11-03 15:36:00,2024-11-03 15:36:00,595484760185241599
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::8EDA0FF6-311A-4C83-8C18-63D890856B43:,Paris - Languedoc Roussillon TGV,OCESN6036F3452554:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,8,20:18:00,20:18:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 20:18:00,2024-11-03 20:18:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,Paris - Marseille - Toulon TGV,OCESN6134F3165586:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,3,23:22:00,23:22:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 23:22:00,2024-11-03 23:22:00,595032912445833215
"POLYGON ((6.961601 43.857337, 6.885936 43.626167, 7.121022 43.47529, 7.432543 43.555264, 7.509948 43.786609, 7.274094 43.937809, 6.961601 43.857337))",FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,Paris - Côte d'Azur TGV,OCESN6174F2585825:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,1,10:17:00,10:20:00,Antibes,7.119913,43.585971,2024-11-03 10:17:00,2024-11-03 10:17:00,595485172502102015
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::3C11D08B-6F1C-416C-A388-63B4074018CB:,Paris - Côte d'Azur TGV,OCESN6174F2585825:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,6,15:50:00,15:50:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 15:50:00,2024-11-03 15:50:00,595032912445833215
"POLYGON ((5.743831 48.89487, 5.66738 48.674723, 5.918549 48.538702, 6.24713 48.622527, 6.325574 48.842831, 6.073447 48.979156, 5.743831 48.89487))",FR:Line::19ea029b-6782-421a-8481-7470f5718e47:,Lux/Alsace/Loraine - Paca,OCESN5537F3312481:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,0,12:26:00,12:26:00,Nancy,6.174579,48.689857,2024-11-03 12:26:00,2024-11-03 12:26:00,595029588141146111
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,Paris - Marseille - Toulon TGV,OCESN6127F3160062:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,0,18:38:00,18:38:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 18:38:00,2024-11-03 18:38:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::BAF1DE9A-72EC-4064-8BE9-C4EFF292CB6A:,Paris - Marseille - Toulon TGV,OCESN6112F3161184:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,3,12:22:00,12:22:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 12:22:00,2024-11-03 12:22:00,595032912445833215
"POLYGON ((3.502613 43.530724, 3.438713 43.299789, 3.673112 43.157123, 3.972374 43.245131, 4.038014 43.47635, 3.802654 43.619279, 3.502613 43.530724))",FR:Line::8EDA0FF6-311A-4C83-8C18-63D890856B43:,Paris - Languedoc Roussillon TGV,OCESN6225F3097097:2024-10-11T00:34:04Z,sncf_tgv,TRAIN,5,21:48:00,21:51:00,Agde,3.466203,43.31728,2024-11-03 21:48:00,2024-11-03 21:48:00,595485507509551103
"POLYGON ((2.610752 43.261291, 2.550028 43.030267, 2.783479 42.889356, 3.078658 42.979224, 3.141109 43.210561, 2.906656 43.351719, 2.610752 43.261291))",FR:Line::8EDA0FF6-311A-4C83-8C18-63D890856B43:,Paris - Languedoc Roussillon TGV,OCESN6260F3162091:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,1,16:36:00,16:39:00,Narbonne,3.005667,43.190618,2024-11-03 16:36:00,2024-11-03 16:36:00,595484760185241599
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::8EDA0FF6-311A-4C83-8C18-63D890856B43:,Paris - Languedoc Roussillon TGV,OCESN6277F3348273:2024-10-11T00:34:04Z,sncf_tgv,TRAIN,0,16:56:00,16:56:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 16:56:00,2024-11-03 16:56:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::5B76AFB9-244D-4AC6-9720-8142DC7F6A91:,Paris - Lyon TGV,OCESN6624F3152672:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,3,18:08:00,18:08:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 18:08:00,2024-11-03 18:08:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::7B14F95D-1FA0-4908-B4C6-18EB63888CD7:,Paris - Saint-Etienne TGV,OCESN6687F2762590:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,0,17:00:00,17:00:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 17:00:00,2024-11-03 17:00:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::4CB6B094-7310-4CD4-AE43-FC6F3C2EA917:,Paris - Mulhouse Via Besançon TGV,OCESN6708F3164561:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,5,20:47:00,20:47:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 20:47:00,2024-11-03 20:47:00,595032912445833215
"POLYGON ((5.754884 45.426507, 5.681808 45.198542, 5.921774 45.054209, 6.235694 45.137546, 6.31059 45.36571, 6.069749 45.510341, 5.754884 45.426507))",FR:Line::D9F206DE-37B5-4299-A71A-5B4201D0B9F9:,Paris - Grenoble TGV,OCESN6929F3159029:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,2,23:13:00,23:13:00,Grenoble,5.714114,45.19313,2024-11-03 23:13:00,2024-11-03 23:13:00,595031426387148799
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::60faff89-b743-4b4b-a86b-3c0537769bfa:,Paris - Chambéry - Annecy TGV,OCESN6972F3159695:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,4,16:16:00,16:16:00,Paris Gare de Lyon Hall 1 - 2,2.373481,48.844945,2024-11-03 16:16:00,2024-11-03 16:16:00,595032912445833215
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::E6272550-D202-4E52-BFC9-76BDC96ADEE7:,Paris - Lille,OCESN7061F3241458:2024-10-08T00:31:46Z,sncf_tgv,TRAIN,0,17:45:00,17:45:00,Paris Gare du Nord,2.354851,48.880136,2024-11-03 17:45:00,2024-11-03 17:45:00,595032912445833215
"POLYGON ((5.030131 45.852791, 4.959125 45.625827, 5.200476 45.484353, 5.513765 45.569559, 5.586613 45.796737, 5.344333 45.938497, 5.030131 45.852791))",FR:Line::D9F206DE-37B5-4299-A71A-5B4201D0B9F9:,Paris - Grenoble TGV,OCESN6911F3159719:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,1,12:05:00,12:10:00,Lyon Saint-Exupéry TGV,5.074969,45.721109,2024-11-03 12:05:00,2024-11-03 12:05:00,595030498674212863
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::409E20F1-3A95-426A-B174-0008A078BE1F:,Paris - Dunkerque par Bassin Minier,OCESN7385F3373170:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,0,18:51:00,18:51:00,Paris Gare du Nord,2.354851,48.880136,2024-11-03 18:51:00,2024-11-03 18:51:00,595032912445833215
"POLYGON ((3.419248 50.884162, 3.101135 50.83459, 3.031815 50.618643, 3.279015 50.452975, 3.594619 50.502774, 3.665518 50.718014, 3.419248 50.884162))",FR:Line::69ABADD2-325C-47DC-BC61-D74DD87C5E3C:,Paris - Littoral,OCESN7446F3249413:2024-10-05T00:32:01Z,sncf_tgv,TRAIN,0,21:51:00,21:51:00,Lille Europe,3.076279,50.639014,2024-11-03 21:51:00,2024-11-03 21:51:00,594920264043593727
"POLYGON ((1.699161 51.224833, 1.375427 51.170778, 1.311131 50.952767, 1.568834 50.789489, 1.890034 50.843709, 1.956052 51.061042, 1.699161 51.224833))",FR:Line::69ABADD2-325C-47DC-BC61-D74DD87C5E3C:,Paris - Littoral,OCESN7544F3362663:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,1,19:50:00,20:01:00,Calais - Fréthun,1.810491,50.901216,2024-11-03 19:50:00,2024-11-03 19:50:00,594919911856275455
"POLYGON ((0.205217 48.006042, -0.104275 47.941399, -0.160659 47.714869, 0.090797 47.553677, 0.398025 47.618458, 0.45605 47.844292, 0.205217 48.006042))",FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD:,Paris - Rennes - Saint-Malo - Saint-Brieuc TGV,OCESN8052F3166432:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,2,08:45:00,08:48:00,Le Mans,0.192614,47.995615,2024-11-03 08:45:00,2024-11-03 08:45:00,594904046247084031
"POLYGON ((0.205217 48.006042, -0.104275 47.941399, -0.160659 47.714869, 0.090797 47.553677, 0.398025 47.618458, 0.45605 47.844292, 0.205217 48.006042))",FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD:,Paris - Rennes - Saint-Malo - Saint-Brieuc TGV,OCESN8067F3159240:2024-10-14T00:42:09Z,sncf_tgv,TRAIN,1,18:10:00,18:13:00,Le Mans,0.192614,47.995615,2024-11-03 18:10:00,2024-11-03 18:10:00,594904046247084031
"POLYGON ((-1.922512 49.059772, -2.240868 48.990647, -2.291335 48.762946, -2.025285 48.605008, -1.70924 48.674191, -1.656944 48.901251, -1.922512 49.059772))",FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD:,Paris - Rennes - Saint-Malo - Saint-Brieuc TGV,OCESN8086F3153914:2024-10-01T00:19:58Z,sncf_tgv,TRAIN,0,15:38:00,15:38:00,Saint-Malo,-2.004158,48.646859,2024-11-03 15:38:00,2024-11-03 15:38:00,594904149326299135
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::409E20F1-3A95-426A-B174-0008A078BE1F:,Paris - Dunkerque par Bassin Minier,OCESN7389F3279068:2024-10-08T00:31:46Z,sncf_tgv,TRAIN,0,19:51:00,19:51:00,Paris Gare du Nord,2.354851,48.880136,2024-11-03 19:51:00,2024-11-03 19:51:00,595032912445833215
"POLYGON ((3.419248 50.884162, 3.101135 50.83459, 3.031815 50.618643, 3.279015 50.452975, 3.594619 50.502774, 3.665518 50.718014, 3.419248 50.884162))",FR:Line::E6272550-D202-4E52-BFC9-76BDC96ADEE7:,Paris - Lille,OCESN7476F3159553:2024-10-01T00:19:58Z,sncf_tgv,TRAIN,0,19:12:00,19:12:00,Lille Flandres,3.06987,50.636577,2024-11-03 19:12:00,2024-11-03 19:12:00,594920264043593727
"POLYGON ((-1.922512 49.059772, -2.240868 48.990647, -2.291335 48.762946, -2.025285 48.605008, -1.70924 48.674191, -1.656944 48.901251, -1.922512 49.059772))",FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD:,Paris - Rennes - Saint-Malo - Saint-Brieuc TGV,OCESN8083F3159229:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,3,12:17:00,12:17:00,Saint-Malo,-2.004158,48.646859,2024-11-03 12:17:00,2024-11-03 12:17:00,594904149326299135
"POLYGON ((-1.654791 47.602456, -1.965379 47.531502, -2.015563 47.301531, -1.756901 47.143177, -1.448523 47.214205, -1.396608 47.443512, -1.654791 47.602456))",FR:Line::62C16406-4390-4C30-B97A-94317527CF00:,Paris - Lemans - Angers - Nantes TGV,OCESN8121F3163239:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,2,14:54:00,14:54:00,Nantes,-1.542077,47.217491,2024-11-03 14:54:00,2024-11-03 14:54:00,594902147871539199
"POLYGON ((-3.833884 48.628551, -4.152595 48.552823, -4.196393 48.321781, -3.923403 48.167068, -3.606927 48.242789, -3.561215 48.473228, -3.833884 48.628551))",FR:Line::67f8a1ee-e295-40e2-82e3-0cd94e9fd8f6:,Paris - Brest,OCESN7611F3163134:2024-10-14T00:42:09Z,sncf_tgv,TRAIN,4,09:54:00,09:57:00,Morlaix,-3.832514,48.57797,2024-11-03 09:54:00,2024-11-03 09:54:00,594905145758711807
"POLYGON ((3.868027 43.849786, 3.802654 43.619279, 4.038014 43.47635, 4.339698 43.563661, 4.406824 43.794438, 4.170515 43.937636, 3.868027 43.849786))",FR:Line::eed1f4f9-faf0-4ff5-a0a9-54e6e17ca1b4:,Paris - Perpignan,OCESN7885F3173598:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,3,14:11:00,14:17:00,Montpellier Saint-Roch,3.880674,43.604738,2024-11-03 14:11:00,2024-11-03 14:11:00,595485352890728447
"POLYGON ((-1.654791 47.602456, -1.965379 47.531502, -2.015563 47.301531, -1.756901 47.143177, -1.448523 47.214205, -1.396608 47.443512, -1.654791 47.602456))",FR:Line::25781E87-8F7D-4110-8EAC-A00082FF6F9C:,Paris - Nantes - BPL,OCESN7622F3159414:2024-10-15T00:33:00Z,sncf_tgv,TRAIN,0,10:40:00,10:40:00,Nantes,-1.542077,47.217491,2024-11-03 10:40:00,2024-11-03 10:40:00,594902147871539199
"POLYGON ((1.383524 43.746496, 1.326399 43.51629, 1.55531 43.354726, 1.84769 43.447494, 1.906369 43.677485, 1.67093 43.814367, 1.383524 43.746496))",FR:Line::338660B1-35FD-4306-969D-C99969913369:,Paris - Toulouse SEA,OCESN7673F3381695:2024-09-25T00:19:05Z,sncf_tgv,TRAIN,6,17:33:00,17:33:00,Toulouse Matabiau,1.453616,43.611206,2024-11-03 17:33:00,2024-11-03 17:33:00,595484511077138431
"POLYGON ((2.249146 49.036218, 1.9384 48.979596, 1.874725 48.758141, 2.120222 48.594025, 2.428614 48.650849, 2.493851 48.871587, 2.249146 49.036218))",FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,Paris - La Rochelle,OCESN7641F3159411:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,0,15:20:00,15:20:00,Paris Montparnasse Hall 1 - 2,2.320514,48.841172,2024-11-03 15:20:00,2024-11-03 15:20:00,595032912445833215
"POLYGON ((-0.491159 46.345903, -0.793849 46.276183, -0.846685 46.045885, -0.598437 45.886008, -0.297888 45.955847, -0.243456 46.185443, -0.491159 46.345903))",FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,Paris - La Rochelle,OCESN7641F3159411:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,2,17:32:00,17:35:00,Niort,-0.455131,46.319291,2024-11-03 17:32:00,2024-11-03 17:32:00,594904699082113023
"POLYGON ((-0.491159 46.345903, -0.793849 46.276183, -0.846685 46.045885, -0.598437 45.886008, -0.297888 45.955847, -0.243456 46.185443, -0.491159 46.345903))",FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,Paris - La Rochelle,OCESN7641F3159411:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,3,17:53:00,17:55:00,Surgères,-0.76113,46.113339,2024-11-03 17:53:00,2024-11-03 17:53:00,594904699082113023
"POLYGON ((-1.044524 46.43587, -1.34855 46.364667, -1.399751 46.133679, -1.14857 45.974582, -0.846685 46.045885, -0.793849 46.276183, -1.044524 46.43587))",FR:Line::07bfc39f-4dfd-46ce-98c3-aad42dfa98bd:,Paris - La Rochelle,OCESN7642F3162292:2024-10-16T00:34:14Z,sncf_tgv,TRAIN,0,19:25:00,19:25:00,La Rochelle,-1.145853,46.152705,2024-11-03 19:25:00,2024-11-03 19:25:00,594904656132440063
